customer_id,company_name,segment,industry,signup_date,signup_cohort,acquisition_channel,plan_tier_initial,initial_seats,initial_mrr
CUST-1251,Beacon Holdings,SMB,Financial Services,2024-01-18,2024-01,Partner Referral,Growth,14,1680.0
CUST-1252,Reverb Industries,SMB,Technology,2024-01-13,2024-01,Inbound Marketing,Scale,8,2000.0
CUST-1253,Lattice Digital,Mid-Market,Education,2024-01-02,2024-01,Inbound Marketing,Scale,38,9500.0
CUST-1254,Quantum Solutions,SMB,Retail,2024-01-26,2024-01,Outbound Sales,Growth,13,1560.0
CUST-1255,Reverb Labs,Mid-Market,Financial Services,2024-01-13,2024-01,Inbound Marketing,Growth,63,7560.0
CUST-1256,Reverb Systems,SMB,Technology,2024-01-06,2024-01,Outbound Sales,Starter,15,750.0
CUST-1257,Marlin Network,Mid-Market,Healthcare,2024-01-27,2024-01,Self-Serve Promo,Growth,22,2640.0
CUST-1258,Citron Digital,SMB,Professional Services,2024-01-11,2024-01,Self-Serve Promo,Starter,15,750.0
CUST-1259,Glide Dynamics,Enterprise,Healthcare,2024-01-13,2024-01,Self-Serve Promo,Scale,223,55750.0
CUST-1260,Mosaic Solutions,SMB,Manufacturing,2024-01-16,2024-01,Outbound Sales,Starter,7,350.0
CUST-1261,Glide Systems,Mid-Market,Healthcare,2024-02-05,2024-02,Partner Referral,Starter,34,1700.0
CUST-1262,Reverb Labs,SMB,Financial Services,2024-02-24,2024-02,Inbound Marketing,Growth,15,1800.0
CUST-1263,Quantum Partners,SMB,Healthcare,2024-02-06,2024-02,Outbound Sales,Starter,4,200.0
CUST-1264,Mosaic Cloud,SMB,Retail,2024-02-14,2024-02,Partner Referral,Starter,14,700.0
CUST-1265,Cobalt Logic,Mid-Market,Manufacturing,2024-02-03,2024-02,Event/Conference,Growth,21,2520.0
CUST-1266,Citron Dynamics,Mid-Market,Financial Services,2024-02-04,2024-02,Inbound Marketing,Growth,41,4920.0
CUST-1267,Mosaic Logic,SMB,Education,2024-02-12,2024-02,Partner Referral,Starter,5,250.0
CUST-1268,Apex Co,SMB,Manufacturing,2024-02-23,2024-02,Event/Conference,Starter,12,600.0
CUST-1269,Apex Holdings,SMB,Retail,2024-02-27,2024-02,Inbound Marketing,Starter,6,300.0
CUST-1270,Vector Solutions,SMB,Media,2024-02-07,2024-02,Outbound Sales,Starter,9,450.0
CUST-1271,Lattice Holdings,SMB,Media,2024-02-25,2024-02,Event/Conference,Starter,9,450.0
CUST-1272,Stratus Holdings,Mid-Market,Media,2024-02-25,2024-02,Partner Referral,Growth,18,2160.0
CUST-1273,Mosaic Industries,Mid-Market,Professional Services,2024-02-18,2024-02,Partner Referral,Growth,41,4920.0
CUST-1274,Citron Labs,SMB,Media,2024-02-10,2024-02,Inbound Marketing,Growth,15,1800.0
CUST-1275,Beacon Systems,SMB,Healthcare,2024-02-04,2024-02,Outbound Sales,Growth,7,840.0
CUST-1276,Apex Works,Mid-Market,Professional Services,2024-02-16,2024-02,Event/Conference,Growth,53,6360.0
CUST-1277,Helix Cloud,SMB,Media,2024-02-15,2024-02,Outbound Sales,Starter,7,350.0
CUST-1278,Cobalt Network,Mid-Market,Financial Services,2024-02-22,2024-02,Outbound Sales,Growth,61,7320.0
CUST-1279,Mosaic Industries,SMB,Financial Services,2024-03-15,2024-03,Inbound Marketing,Starter,12,600.0
CUST-1280,Mosaic Systems,SMB,Manufacturing,2024-03-03,2024-03,Self-Serve Promo,Growth,3,360.0
CUST-1281,Vector Holdings,Mid-Market,Healthcare,2024-03-05,2024-03,Outbound Sales,Growth,26,3120.0
CUST-1282,Vector Dynamics,SMB,Financial Services,2024-03-05,2024-03,Self-Serve Promo,Starter,8,400.0
CUST-1283,Citron Solutions,SMB,Technology,2024-03-07,2024-03,Inbound Marketing,Starter,14,700.0
CUST-1284,Reverb Holdings,SMB,Retail,2024-03-17,2024-03,Partner Referral,Growth,15,1800.0
CUST-1285,Halcyon Works,Mid-Market,Media,2024-03-13,2024-03,Event/Conference,Growth,36,4320.0
CUST-1286,Plinth Solutions,SMB,Retail,2024-03-13,2024-03,Inbound Marketing,Starter,3,150.0
CUST-1287,Apex Network,Mid-Market,Education,2024-03-22,2024-03,Outbound Sales,Growth,27,3240.0
CUST-1288,Stratus Solutions,Mid-Market,Healthcare,2024-03-04,2024-03,Event/Conference,Growth,75,9000.0
CUST-1289,Marlin Group,SMB,Financial Services,2024-03-16,2024-03,Event/Conference,Starter,15,750.0
CUST-1290,Stratus Labs,SMB,Education,2024-03-21,2024-03,Outbound Sales,Growth,5,600.0
CUST-1291,Reverb Logic,SMB,Professional Services,2024-03-22,2024-03,Outbound Sales,Starter,5,250.0
CUST-1292,Vector Digital,SMB,Healthcare,2024-03-12,2024-03,Partner Referral,Growth,14,1680.0
CUST-1293,Tessera Logic,Enterprise,Education,2024-03-12,2024-03,Outbound Sales,Scale,396,99000.0
CUST-1294,Helix Industries,Mid-Market,Technology,2024-03-23,2024-03,Inbound Marketing,Growth,62,7440.0
CUST-1295,Anvil Partners,SMB,Media,2024-03-06,2024-03,Event/Conference,Starter,5,250.0
CUST-1296,Beacon Logic,SMB,Financial Services,2024-03-05,2024-03,Inbound Marketing,Growth,13,1560.0
CUST-1297,Citron Co,SMB,Media,2024-03-24,2024-03,Inbound Marketing,Starter,12,600.0
CUST-1298,Anvil Works,Enterprise,Financial Services,2024-03-07,2024-03,Inbound Marketing,Scale,300,75000.0
CUST-1299,Quantum Systems,Mid-Market,Financial Services,2024-04-13,2024-04,Self-Serve Promo,Starter,40,2000.0
CUST-1300,Anvil Partners,SMB,Education,2024-04-06,2024-04,Outbound Sales,Growth,5,600.0
CUST-1301,North Digital,SMB,Retail,2024-04-04,2024-04,Outbound Sales,Starter,6,300.0
CUST-1302,North Works,SMB,Financial Services,2024-04-07,2024-04,Event/Conference,Starter,8,400.0
CUST-1303,Marlin Network,SMB,Financial Services,2024-04-25,2024-04,Self-Serve Promo,Starter,8,400.0
CUST-1304,Lattice Works,SMB,Retail,2024-04-15,2024-04,Outbound Sales,Growth,14,1680.0
CUST-1305,Apex Solutions,Mid-Market,Professional Services,2024-04-26,2024-04,Outbound Sales,Growth,24,2880.0
CUST-1306,Mosaic Systems,Mid-Market,Media,2024-04-02,2024-04,Inbound Marketing,Growth,41,4920.0
CUST-1307,Tessera Partners,SMB,Retail,2024-04-14,2024-04,Outbound Sales,Starter,7,350.0
CUST-1308,Vector Solutions,SMB,Media,2024-04-22,2024-04,Self-Serve Promo,Growth,10,1200.0
CUST-1309,Cobalt Digital,SMB,Technology,2024-04-22,2024-04,Inbound Marketing,Starter,7,350.0
CUST-1310,Marlin Industries,Mid-Market,Manufacturing,2024-04-10,2024-04,Event/Conference,Growth,59,7080.0
CUST-1311,Apex Logic,Enterprise,Retail,2024-04-24,2024-04,Outbound Sales,Scale,275,68750.0
CUST-1312,Lattice Logic,SMB,Education,2024-04-22,2024-04,Event/Conference,Growth,13,1560.0
CUST-1313,Reverb Labs,SMB,Manufacturing,2024-04-23,2024-04,Partner Referral,Starter,15,750.0
CUST-1314,North Holdings,Mid-Market,Healthcare,2024-04-13,2024-04,Inbound Marketing,Growth,28,3360.0
CUST-1315,Glide Labs,Mid-Market,Healthcare,2024-04-26,2024-04,Outbound Sales,Growth,40,4800.0
CUST-1316,Glide Group,SMB,Financial Services,2024-04-20,2024-04,Event/Conference,Growth,12,1440.0
CUST-1317,Stratus Labs,SMB,Healthcare,2024-04-07,2024-04,Self-Serve Promo,Starter,13,650.0
CUST-1318,Citron Works,Mid-Market,Manufacturing,2024-04-26,2024-04,Partner Referral,Growth,73,8760.0
CUST-1319,Glide Network,SMB,Technology,2024-05-24,2024-05,Partner Referral,Starter,3,150.0
CUST-1320,Anvil Industries,SMB,Professional Services,2024-05-05,2024-05,Outbound Sales,Growth,7,840.0
CUST-1321,Helix Works,SMB,Manufacturing,2024-05-03,2024-05,Outbound Sales,Starter,4,200.0
CUST-1322,Mosaic Solutions,Enterprise,Retail,2024-05-15,2024-05,Outbound Sales,Growth,98,11760.0
CUST-1323,Stratus Partners,Mid-Market,Professional Services,2024-05-18,2024-05,Partner Referral,Scale,33,8250.0
CUST-1324,Helix Dynamics,SMB,Education,2024-05-02,2024-05,Inbound Marketing,Starter,12,600.0
CUST-1325,Tessera Group,SMB,Professional Services,2024-05-23,2024-05,Outbound Sales,Starter,13,650.0
CUST-1326,Lattice Solutions,Mid-Market,Financial Services,2024-05-06,2024-05,Outbound Sales,Growth,56,6720.0
CUST-1327,Vector Group,SMB,Healthcare,2024-05-16,2024-05,Event/Conference,Starter,15,750.0
CUST-1328,Quantum Group,SMB,Media,2024-05-25,2024-05,Partner Referral,Starter,10,500.0
CUST-1329,North Dynamics,SMB,Manufacturing,2024-05-13,2024-05,Partner Referral,Starter,12,600.0
CUST-1330,Vector Network,SMB,Education,2024-05-21,2024-05,Inbound Marketing,Growth,4,480.0
CUST-1331,Apex Co,SMB,Media,2024-05-14,2024-05,Self-Serve Promo,Starter,10,500.0
CUST-1332,Halcyon Works,SMB,Technology,2024-05-27,2024-05,Inbound Marketing,Starter,15,750.0
CUST-1333,Plinth Holdings,SMB,Professional Services,2024-05-14,2024-05,Inbound Marketing,Growth,7,840.0
CUST-1334,Apex Co,SMB,Technology,2024-05-04,2024-05,Outbound Sales,Starter,15,750.0
CUST-1335,Helix Partners,SMB,Professional Services,2024-05-01,2024-05,Self-Serve Promo,Growth,12,1440.0
CUST-1336,Lattice Dynamics,Mid-Market,Media,2024-05-06,2024-05,Outbound Sales,Growth,24,2880.0
CUST-1337,Reverb Partners,SMB,Financial Services,2024-05-25,2024-05,Self-Serve Promo,Starter,6,300.0
CUST-1338,Lattice Group,Mid-Market,Healthcare,2024-05-20,2024-05,Event/Conference,Growth,61,7320.0
CUST-1339,Apex Partners,SMB,Healthcare,2024-06-27,2024-06,Inbound Marketing,Scale,3,750.0
CUST-1340,Citron Industries,Mid-Market,Education,2024-06-11,2024-06,Event/Conference,Growth,53,6360.0
CUST-1341,Anvil Cloud,SMB,Retail,2024-06-27,2024-06,Inbound Marketing,Scale,8,2000.0
CUST-1342,Plinth Systems,SMB,Retail,2024-06-03,2024-06,Inbound Marketing,Starter,13,650.0
CUST-1343,Stratus Group,SMB,Retail,2024-06-10,2024-06,Inbound Marketing,Growth,13,1560.0
CUST-1344,Vector Works,SMB,Education,2024-06-02,2024-06,Event/Conference,Starter,4,200.0
CUST-1345,Vector Industries,SMB,Professional Services,2024-06-05,2024-06,Outbound Sales,Starter,4,200.0
CUST-1346,North Labs,SMB,Education,2024-06-22,2024-06,Outbound Sales,Starter,6,300.0
CUST-1347,Beacon Works,SMB,Manufacturing,2024-06-12,2024-06,Partner Referral,Starter,11,550.0
CUST-1348,Anvil Group,Mid-Market,Retail,2024-06-17,2024-06,Outbound Sales,Starter,63,3150.0
CUST-1349,Helix Co,SMB,Professional Services,2024-06-20,2024-06,Outbound Sales,Starter,4,200.0
CUST-1350,Beacon Solutions,SMB,Financial Services,2024-06-21,2024-06,Inbound Marketing,Starter,15,750.0
CUST-1351,Lattice Holdings,SMB,Retail,2024-06-01,2024-06,Inbound Marketing,Growth,7,840.0
CUST-1352,Tessera Labs,SMB,Technology,2024-06-06,2024-06,Self-Serve Promo,Growth,11,1320.0
CUST-1353,Glide Logic,SMB,Retail,2024-06-02,2024-06,Partner Referral,Starter,5,250.0
CUST-1354,Anvil Holdings,SMB,Financial Services,2024-06-16,2024-06,Outbound Sales,Growth,8,960.0
CUST-1355,Citron Labs,Mid-Market,Education,2024-06-26,2024-06,Outbound Sales,Scale,46,11500.0
CUST-1356,Citron Network,Enterprise,Technology,2024-06-06,2024-06,Event/Conference,Scale,323,80750.0
CUST-1357,Marlin Co,Mid-Market,Retail,2024-06-12,2024-06,Partner Referral,Growth,44,5280.0
CUST-1358,Glide Partners,Mid-Market,Manufacturing,2024-06-05,2024-06,Outbound Sales,Growth,24,2880.0
CUST-1359,North Dynamics,SMB,Professional Services,2024-07-20,2024-07,Inbound Marketing,Growth,4,480.0
CUST-1360,Halcyon Works,SMB,Financial Services,2024-07-15,2024-07,Inbound Marketing,Growth,5,600.0
CUST-1361,Plinth Co,Mid-Market,Manufacturing,2024-07-07,2024-07,Inbound Marketing,Scale,62,15500.0
CUST-1362,Quantum Holdings,SMB,Technology,2024-07-15,2024-07,Partner Referral,Scale,15,3750.0
CUST-1363,Halcyon Solutions,SMB,Financial Services,2024-07-13,2024-07,Inbound Marketing,Starter,8,400.0
CUST-1364,Glide Labs,SMB,Manufacturing,2024-07-09,2024-07,Event/Conference,Starter,6,300.0
CUST-1365,Tessera Holdings,Enterprise,Healthcare,2024-07-24,2024-07,Partner Referral,Growth,190,22800.0
CUST-1366,Lattice Holdings,SMB,Financial Services,2024-07-15,2024-07,Partner Referral,Starter,4,200.0
CUST-1367,Stratus Labs,SMB,Media,2024-07-08,2024-07,Inbound Marketing,Starter,6,300.0
CUST-1368,North Holdings,SMB,Financial Services,2024-07-12,2024-07,Partner Referral,Starter,10,500.0
CUST-1369,Glide Partners,SMB,Financial Services,2024-07-11,2024-07,Inbound Marketing,Growth,3,360.0
CUST-1370,Stratus Solutions,SMB,Technology,2024-07-24,2024-07,Inbound Marketing,Starter,10,500.0
CUST-1371,Vector Solutions,Mid-Market,Professional Services,2024-07-17,2024-07,Event/Conference,Starter,74,3700.0
CUST-1372,Reverb Solutions,Mid-Market,Technology,2024-07-27,2024-07,Partner Referral,Scale,32,8000.0
CUST-1373,Apex Digital,SMB,Financial Services,2024-07-10,2024-07,Inbound Marketing,Starter,13,650.0
CUST-1374,Cobalt Systems,SMB,Professional Services,2024-07-01,2024-07,Event/Conference,Starter,3,150.0
CUST-1375,Reverb Logic,SMB,Education,2024-07-26,2024-07,Outbound Sales,Starter,12,600.0
CUST-1376,Citron Digital,SMB,Professional Services,2024-07-20,2024-07,Inbound Marketing,Growth,9,1080.0
CUST-1377,Quantum Logic,SMB,Manufacturing,2024-07-13,2024-07,Inbound Marketing,Growth,5,600.0
CUST-1378,Helix Industries,SMB,Healthcare,2024-07-07,2024-07,Inbound Marketing,Growth,14,1680.0
CUST-1379,Cobalt Systems,SMB,Retail,2024-07-19,2024-07,Self-Serve Promo,Starter,12,600.0
CUST-1380,Tessera Holdings,SMB,Manufacturing,2024-07-09,2024-07,Self-Serve Promo,Starter,11,550.0
CUST-1381,North Cloud,Mid-Market,Manufacturing,2024-07-06,2024-07,Self-Serve Promo,Growth,31,3720.0
CUST-1382,Vector Industries,SMB,Media,2024-07-26,2024-07,Self-Serve Promo,Starter,7,350.0
CUST-1383,Quantum Industries,SMB,Manufacturing,2024-07-17,2024-07,Self-Serve Promo,Growth,5,600.0
CUST-1384,Citron Network,SMB,Retail,2024-07-04,2024-07,Self-Serve Promo,Starter,12,600.0
CUST-1385,Plinth Logic,SMB,Healthcare,2024-07-26,2024-07,Self-Serve Promo,Starter,3,150.0
CUST-1386,North Group,SMB,Healthcare,2024-07-23,2024-07,Self-Serve Promo,Starter,3,150.0
CUST-1387,Beacon Group,SMB,Healthcare,2024-07-10,2024-07,Self-Serve Promo,Starter,15,750.0
CUST-1388,Reverb Group,SMB,Professional Services,2024-07-17,2024-07,Self-Serve Promo,Growth,4,480.0
CUST-1389,Apex Solutions,SMB,Media,2024-07-21,2024-07,Self-Serve Promo,Starter,3,150.0
CUST-1390,Mosaic Solutions,SMB,Healthcare,2024-07-20,2024-07,Self-Serve Promo,Growth,13,1560.0
CUST-1391,North Works,SMB,Healthcare,2024-07-21,2024-07,Self-Serve Promo,Scale,8,2000.0
CUST-1392,Plinth Partners,SMB,Education,2024-07-22,2024-07,Self-Serve Promo,Growth,11,1320.0
CUST-1393,Marlin Holdings,SMB,Manufacturing,2024-07-02,2024-07,Self-Serve Promo,Starter,14,700.0
CUST-1394,Vector Cloud,SMB,Professional Services,2024-07-05,2024-07,Self-Serve Promo,Growth,6,720.0
CUST-1395,Cobalt Logic,SMB,Healthcare,2024-07-12,2024-07,Self-Serve Promo,Starter,3,150.0
CUST-1396,Stratus Holdings,SMB,Education,2024-07-15,2024-07,Self-Serve Promo,Starter,9,450.0
CUST-1397,Plinth Network,Mid-Market,Financial Services,2024-07-27,2024-07,Self-Serve Promo,Growth,45,5400.0
CUST-1398,Plinth Group,SMB,Healthcare,2024-07-09,2024-07,Self-Serve Promo,Growth,4,480.0
CUST-1399,Vector Labs,Mid-Market,Healthcare,2024-08-20,2024-08,Outbound Sales,Growth,38,4560.0
CUST-1400,Vector Labs,Mid-Market,Media,2024-08-08,2024-08,Outbound Sales,Growth,51,6120.0
CUST-1401,Vector Group,SMB,Technology,2024-08-06,2024-08,Event/Conference,Growth,6,720.0
CUST-1402,Apex Solutions,Mid-Market,Professional Services,2024-08-20,2024-08,Inbound Marketing,Starter,50,2500.0
CUST-1403,Anvil Works,SMB,Professional Services,2024-08-25,2024-08,Event/Conference,Starter,13,650.0
CUST-1404,Beacon Industries,Mid-Market,Manufacturing,2024-08-09,2024-08,Event/Conference,Growth,21,2520.0
CUST-1405,Cobalt Industries,SMB,Retail,2024-08-07,2024-08,Outbound Sales,Growth,14,1680.0
CUST-1406,Marlin Holdings,SMB,Technology,2024-08-16,2024-08,Partner Referral,Starter,3,150.0
CUST-1407,Glide Group,Mid-Market,Professional Services,2024-08-04,2024-08,Self-Serve Promo,Scale,44,11000.0
CUST-1408,Beacon Partners,SMB,Healthcare,2024-08-13,2024-08,Outbound Sales,Starter,7,350.0
CUST-1409,Lattice Dynamics,SMB,Financial Services,2024-08-17,2024-08,Outbound Sales,Starter,6,300.0
CUST-1410,Plinth Logic,SMB,Professional Services,2024-08-08,2024-08,Self-Serve Promo,Starter,7,350.0
CUST-1411,Tessera Holdings,SMB,Professional Services,2024-08-02,2024-08,Event/Conference,Growth,7,840.0
CUST-1412,Plinth Labs,Enterprise,Financial Services,2024-08-12,2024-08,Inbound Marketing,Growth,302,36240.0
CUST-1413,Plinth Co,Mid-Market,Professional Services,2024-08-24,2024-08,Inbound Marketing,Growth,65,7800.0
CUST-1414,North Works,Mid-Market,Retail,2024-08-02,2024-08,Event/Conference,Scale,52,13000.0
CUST-1415,North Systems,SMB,Professional Services,2024-08-12,2024-08,Event/Conference,Starter,9,450.0
CUST-1416,Glide Industries,Mid-Market,Education,2024-08-14,2024-08,Outbound Sales,Starter,35,1750.0
CUST-1417,Plinth Co,SMB,Financial Services,2024-08-20,2024-08,Outbound Sales,Growth,5,600.0
CUST-1418,North Cloud,SMB,Technology,2024-08-17,2024-08,Outbound Sales,Growth,6,720.0
CUST-1419,Vector Holdings,Mid-Market,Education,2024-08-13,2024-08,Self-Serve Promo,Growth,27,3240.0
CUST-1420,Plinth Co,SMB,Professional Services,2024-08-08,2024-08,Self-Serve Promo,Starter,8,400.0
CUST-1421,Halcyon Group,SMB,Financial Services,2024-08-05,2024-08,Self-Serve Promo,Starter,3,150.0
CUST-1422,Anvil Network,SMB,Technology,2024-08-17,2024-08,Self-Serve Promo,Starter,6,300.0
CUST-1423,Stratus Digital,SMB,Healthcare,2024-08-08,2024-08,Self-Serve Promo,Starter,6,300.0
CUST-1424,Plinth Systems,SMB,Manufacturing,2024-08-23,2024-08,Self-Serve Promo,Starter,5,250.0
CUST-1425,Helix Cloud,SMB,Education,2024-08-19,2024-08,Self-Serve Promo,Starter,4,200.0
CUST-1426,Apex Partners,SMB,Media,2024-08-19,2024-08,Self-Serve Promo,Starter,7,350.0
CUST-1427,Tessera Network,SMB,Technology,2024-08-24,2024-08,Self-Serve Promo,Starter,15,750.0
CUST-1428,Vector Holdings,SMB,Retail,2024-08-20,2024-08,Self-Serve Promo,Growth,4,480.0
CUST-1429,Anvil Digital,SMB,Manufacturing,2024-08-14,2024-08,Self-Serve Promo,Starter,3,150.0
CUST-1430,Glide Works,SMB,Media,2024-08-03,2024-08,Self-Serve Promo,Starter,4,200.0
CUST-1431,Beacon Partners,SMB,Healthcare,2024-08-10,2024-08,Self-Serve Promo,Starter,3,150.0
CUST-1432,Beacon Labs,SMB,Financial Services,2024-08-24,2024-08,Self-Serve Promo,Starter,9,450.0
CUST-1433,Reverb Network,SMB,Technology,2024-08-19,2024-08,Self-Serve Promo,Starter,8,400.0
CUST-1434,Halcyon Systems,SMB,Professional Services,2024-08-08,2024-08,Self-Serve Promo,Starter,6,300.0
CUST-1435,Beacon Solutions,SMB,Education,2024-08-16,2024-08,Self-Serve Promo,Starter,14,700.0
CUST-1436,Vector Dynamics,SMB,Financial Services,2024-08-27,2024-08,Self-Serve Promo,Scale,7,1750.0
CUST-1437,Tessera Solutions,SMB,Manufacturing,2024-08-22,2024-08,Self-Serve Promo,Starter,5,250.0
CUST-1438,Lattice Cloud,SMB,Healthcare,2024-08-21,2024-08,Self-Serve Promo,Starter,14,700.0
CUST-1439,Helix Partners,Mid-Market,Professional Services,2024-09-12,2024-09,Partner Referral,Scale,45,11250.0
CUST-1440,Apex Network,SMB,Professional Services,2024-09-04,2024-09,Outbound Sales,Starter,9,450.0
CUST-1441,Quantum Cloud,SMB,Professional Services,2024-09-03,2024-09,Outbound Sales,Growth,13,1560.0
CUST-1442,Halcyon Labs,SMB,Education,2024-09-08,2024-09,Partner Referral,Starter,12,600.0
CUST-1443,Helix Digital,Mid-Market,Technology,2024-09-19,2024-09,Inbound Marketing,Growth,71,8520.0
CUST-1444,Reverb Holdings,SMB,Financial Services,2024-09-11,2024-09,Inbound Marketing,Growth,10,1200.0
CUST-1445,Apex Labs,SMB,Manufacturing,2024-09-16,2024-09,Inbound Marketing,Starter,13,650.0
CUST-1446,Tessera Systems,SMB,Media,2024-09-17,2024-09,Inbound Marketing,Starter,8,400.0
CUST-1447,Halcyon Works,Mid-Market,Technology,2024-09-17,2024-09,Partner Referral,Growth,16,1920.0
CUST-1448,Apex Dynamics,SMB,Retail,2024-09-09,2024-09,Event/Conference,Starter,6,300.0
CUST-1449,Reverb Co,SMB,Healthcare,2024-09-17,2024-09,Self-Serve Promo,Growth,7,840.0
CUST-1450,Citron Logic,SMB,Healthcare,2024-09-10,2024-09,Event/Conference,Growth,7,840.0
CUST-1451,Anvil Digital,SMB,Manufacturing,2024-09-11,2024-09,Outbound Sales,Starter,5,250.0
CUST-1452,Mosaic Network,SMB,Manufacturing,2024-09-02,2024-09,Outbound Sales,Starter,9,450.0
CUST-1453,Anvil Digital,Mid-Market,Financial Services,2024-09-17,2024-09,Event/Conference,Starter,71,3550.0
CUST-1454,Citron Digital,SMB,Retail,2024-09-18,2024-09,Event/Conference,Growth,8,960.0
CUST-1455,Marlin Industries,SMB,Education,2024-09-01,2024-09,Event/Conference,Starter,5,250.0
CUST-1456,Anvil Industries,Mid-Market,Professional Services,2024-09-17,2024-09,Outbound Sales,Starter,72,3600.0
CUST-1457,Glide Works,SMB,Healthcare,2024-09-12,2024-09,Partner Referral,Starter,11,550.0
CUST-1458,Vector Cloud,SMB,Retail,2024-09-01,2024-09,Event/Conference,Starter,4,200.0
CUST-1459,Halcyon Co,SMB,Healthcare,2024-09-10,2024-09,Self-Serve Promo,Starter,13,650.0
CUST-1460,Mosaic Logic,Mid-Market,Media,2024-09-26,2024-09,Self-Serve Promo,Scale,70,17500.0
CUST-1461,North Digital,SMB,Professional Services,2024-09-01,2024-09,Self-Serve Promo,Starter,9,450.0
CUST-1462,Citron Group,SMB,Retail,2024-09-22,2024-09,Self-Serve Promo,Starter,10,500.0
CUST-1463,Glide Dynamics,SMB,Technology,2024-09-15,2024-09,Self-Serve Promo,Starter,4,200.0
CUST-1464,Citron Logic,SMB,Manufacturing,2024-09-15,2024-09,Self-Serve Promo,Starter,15,750.0
CUST-1465,Reverb Labs,Mid-Market,Financial Services,2024-09-19,2024-09,Self-Serve Promo,Growth,48,5760.0
CUST-1466,Tessera Works,SMB,Media,2024-09-17,2024-09,Self-Serve Promo,Starter,6,300.0
CUST-1467,Halcyon Works,SMB,Manufacturing,2024-09-02,2024-09,Self-Serve Promo,Starter,9,450.0
CUST-1468,Halcyon Holdings,SMB,Education,2024-09-18,2024-09,Self-Serve Promo,Starter,11,550.0
CUST-1469,Anvil Works,SMB,Financial Services,2024-09-24,2024-09,Self-Serve Promo,Starter,13,650.0
CUST-1470,Helix Group,SMB,Technology,2024-09-20,2024-09,Self-Serve Promo,Starter,15,750.0
CUST-1471,Apex Dynamics,SMB,Education,2024-09-13,2024-09,Self-Serve Promo,Starter,5,250.0
CUST-1472,Lattice Solutions,SMB,Professional Services,2024-09-23,2024-09,Self-Serve Promo,Starter,12,600.0
CUST-1473,Stratus Dynamics,SMB,Education,2024-09-26,2024-09,Self-Serve Promo,Growth,10,1200.0
CUST-1474,Quantum Holdings,SMB,Retail,2024-09-03,2024-09,Self-Serve Promo,Starter,11,550.0
CUST-1475,Anvil Network,SMB,Retail,2024-09-24,2024-09,Self-Serve Promo,Starter,6,300.0
CUST-1476,Helix Dynamics,SMB,Education,2024-09-09,2024-09,Self-Serve Promo,Starter,9,450.0
CUST-1477,Beacon Logic,Mid-Market,Retail,2024-09-26,2024-09,Self-Serve Promo,Scale,70,17500.0
CUST-1478,Beacon Labs,SMB,Healthcare,2024-09-10,2024-09,Self-Serve Promo,Starter,15,750.0
CUST-1479,Citron Co,SMB,Media,2024-10-24,2024-10,Outbound Sales,Starter,13,650.0
CUST-1480,Mosaic Dynamics,SMB,Financial Services,2024-10-07,2024-10,Inbound Marketing,Starter,9,450.0
CUST-1481,Vector Group,Mid-Market,Education,2024-10-24,2024-10,Self-Serve Promo,Growth,32,3840.0
CUST-1482,Glide Labs,Mid-Market,Professional Services,2024-10-05,2024-10,Self-Serve Promo,Growth,68,8160.0
CUST-1483,Anvil Cloud,SMB,Financial Services,2024-10-13,2024-10,Event/Conference,Growth,3,360.0
CUST-1484,Glide Industries,SMB,Manufacturing,2024-10-09,2024-10,Outbound Sales,Starter,8,400.0
CUST-1485,Stratus Cloud,SMB,Retail,2024-10-22,2024-10,Outbound Sales,Starter,10,500.0
CUST-1486,Cobalt Logic,SMB,Manufacturing,2024-10-16,2024-10,Inbound Marketing,Starter,3,150.0
CUST-1487,Mosaic Network,SMB,Media,2024-10-13,2024-10,Inbound Marketing,Starter,4,200.0
CUST-1488,Quantum Works,SMB,Retail,2024-10-08,2024-10,Event/Conference,Growth,12,1440.0
CUST-1489,Helix Logic,SMB,Manufacturing,2024-10-19,2024-10,Self-Serve Promo,Starter,12,600.0
CUST-1490,Reverb Holdings,Mid-Market,Education,2024-10-07,2024-10,Inbound Marketing,Scale,46,11500.0
CUST-1491,Anvil Cloud,SMB,Education,2024-10-11,2024-10,Event/Conference,Starter,15,750.0
CUST-1492,Tessera Labs,SMB,Manufacturing,2024-10-16,2024-10,Inbound Marketing,Growth,11,1320.0
CUST-1493,Mosaic Digital,Mid-Market,Technology,2024-10-18,2024-10,Outbound Sales,Starter,49,2450.0
CUST-1494,Vector Group,SMB,Retail,2024-10-26,2024-10,Outbound Sales,Growth,6,720.0
CUST-1495,Anvil Network,Enterprise,Healthcare,2024-10-14,2024-10,Outbound Sales,Scale,243,60750.0
CUST-1496,Mosaic Group,SMB,Financial Services,2024-10-23,2024-10,Outbound Sales,Growth,7,840.0
CUST-1497,Helix Partners,SMB,Technology,2024-10-09,2024-10,Event/Conference,Starter,12,600.0
CUST-1498,Citron Logic,SMB,Media,2024-10-02,2024-10,Inbound Marketing,Starter,7,350.0
CUST-1499,Helix Solutions,SMB,Education,2024-10-05,2024-10,Outbound Sales,Growth,9,1080.0
CUST-1500,Cobalt Digital,Mid-Market,Technology,2024-10-21,2024-10,Outbound Sales,Starter,36,1800.0
CUST-1501,Plinth Cloud,SMB,Manufacturing,2024-10-03,2024-10,Self-Serve Promo,Growth,4,480.0
